,Symbol,Year,Month,Day,Open,High,Low,Close,Volume,Date,Good_Time_Prices_Low,Good_Time_Prices_will_increase,Good_Time_Interest_rates_low,Good_Time_Rising_interest_rates,Good_Time_Times_good,Good_Time_Fuel_Efficiency,Bad_Time_Prices_High,Bad_Time_Interest_rates_high,Bad_Time_Cannot_Afford,Bad_Time_Uncertain_Future,Bad_Time_Gas_Prices,Bad_Time_Poor_Selection,Relative_prices,Relative_rates
17,F,2005,2,16,10.323,10.481,10.283,10.443,9421184,2005-02-28,34.0,6.0,29.0,2.0,5.0,2.0,12.0,4.0,6.0,0.0,3.0,3.0,22.0,25.0
18,F,2005,2,17,10.395,10.443,10.244000000000002,10.244000000000002,8698741,2005-02-28,34.0,6.0,29.0,2.0,5.0,2.0,12.0,4.0,6.0,0.0,3.0,3.0,22.0,25.0
19,F,2005,2,18,10.252,10.252,10.062999999999999,10.214,11769720,2005-02-28,34.0,6.0,29.0,2.0,5.0,2.0,12.0,4.0,6.0,0.0,3.0,3.0,22.0,25.0
20,F,2005,2,22,10.214,10.214,10.017000000000001,10.056000000000001,13629317,2005-02-28,34.0,6.0,29.0,2.0,5.0,2.0,12.0,4.0,6.0,0.0,3.0,3.0,22.0,25.0
21,F,2005,2,23,10.056000000000001,10.189,10.03,10.095,10046421,2005-02-28,34.0,6.0,29.0,2.0,5.0,2.0,12.0,4.0,6.0,0.0,3.0,3.0,22.0,25.0
22,F,2005,2,24,10.109,10.15,10.048,10.086,6642705,2005-02-28,34.0,6.0,29.0,2.0,5.0,2.0,12.0,4.0,6.0,0.0,3.0,3.0,22.0,25.0
23,F,2005,2,25,10.125,10.261,10.086,10.244000000000002,6822778,2005-02-28,34.0,6.0,29.0,2.0,5.0,2.0,12.0,4.0,6.0,0.0,3.0,3.0,22.0,25.0
24,F,2005,2,28,9.93,9.984,9.843,9.968,21444577,2005-02-28,34.0,6.0,29.0,2.0,5.0,2.0,12.0,4.0,6.0,0.0,3.0,3.0,22.0,25.0
25,TM,2005,3,1,72.337,72.708,72.29,72.597,273360,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
26,TM,2005,3,2,72.60600000000002,73.061,72.113,72.643,168321,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
27,TM,2005,3,3,72.661,72.959,72.215,72.439,276697,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
28,TM,2005,3,4,72.661,73.507,72.643,73.20100000000002,286490,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
29,TM,2005,3,7,72.922,73.256,72.755,72.89399999999998,165093,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
30,TM,2005,3,8,73.62899999999998,73.62899999999998,72.94,73.033,197057,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
31,TM,2005,3,9,73.637,73.869,73.005,73.061,408858,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
32,TM,2005,3,10,73.135,73.703,73.135,73.554,191352,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
33,TM,2005,3,11,73.67399999999998,73.852,73.145,73.266,149918,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
34,TM,2005,3,14,73.256,73.256,72.15,72.83,227729,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
35,TM,2005,3,15,72.373,72.439,72.012,72.048,160895,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
36,TM,2005,3,16,71.779,71.789,70.654,71.611,522828,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
37,TM,2005,3,17,71.453,71.453,70.664,70.934,255819,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
38,TM,2005,3,18,71.435,71.435,70.925,71.14699999999998,180590,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
39,TM,2005,3,21,71.185,71.185,70.71,71.128,207819,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
40,TM,2005,3,22,70.85,71.834,70.664,70.71,289719,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
41,TM,2005,3,23,70.63600000000002,70.747,69.968,70.627,269379,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
42,TM,2005,3,24,69.687,69.903,69.456,69.512,576855,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
43,TM,2005,3,28,70.311,70.311,69.75399999999999,69.938,274329,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
44,TM,2005,3,29,69.316,69.438,68.694,68.78699999999999,421879,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
45,TM,2005,3,30,70.432,70.432,68.806,69.726,294777,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
46,TM,2005,3,31,69.736,69.736,69.084,69.112,238598,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
47,TTM,2005,3,1,10.165,10.175,10.079,10.117,286964,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
48,TTM,2005,3,2,10.117,10.212,10.079,10.137,107611,2005-03-31,27.0,6.0,22.0,4.0,3.0,3.0,12.0,4.0,3.0,1.0,11.0,3.0,15.0,18.0
