,Symbol,Year,Month,Day,Open,High,Low,Close,Volume,Date,Good_Time_Prices_Low,Good_Time_Prices_will_increase,Good_Time_Interest_rates_low,Good_Time_Rising_interest_rates,Good_Time_Times_good,Good_Time_Fuel_Efficiency,Bad_Time_Prices_High,Bad_Time_Interest_rates_high,Bad_Time_Cannot_Afford,Bad_Time_Uncertain_Future,Bad_Time_Gas_Prices,Bad_Time_Poor_Selection,Relative_prices,Relative_rates
3926,TTM,2009,1,15,4.1787,4.4847,3.8248,4.083,860930,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3927,TTM,2009,1,16,4.3795,4.3795,4.0257,4.303,498830,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3928,TTM,2009,1,20,4.1978,4.2073,3.8248,4.1118,754071,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3929,TTM,2009,1,21,3.9397,4.1118,3.8727,4.0545,598257,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3930,TTM,2009,1,22,4.0353,4.0545,3.8248,4.0257,656064,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3931,TTM,2009,1,23,3.9971,4.0257,3.8248,3.8344,677449,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3932,TTM,2009,1,26,3.9971,3.9971,3.8441,3.8727,407149,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3933,TTM,2009,1,27,3.9588,3.9683,3.8535,3.9205,285779,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3934,TTM,2009,1,28,3.9205,4.2265,3.9205,4.1596,768056,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3935,TTM,2009,1,29,4.0925,4.2839,3.8535,3.9683,753539,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3936,TTM,2009,1,30,3.9492,3.9683,3.7293,3.8631,889874,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3937,HMC,2009,1,2,20.461,21.006999999999998,20.442999999999998,20.845,797037,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3938,HMC,2009,1,5,20.549,20.73,20.308,20.425,1063380,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3939,HMC,2009,1,6,20.433,21.006999999999998,20.415,20.682,1818375,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3940,HMC,2009,1,7,22.374000000000002,22.384,21.761999999999997,22.02,1842600,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3941,HMC,2009,1,8,22.03,22.289,21.781,22.25,2020697,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3942,HMC,2009,1,9,21.886,21.934,21.38,21.485,817305,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3943,HMC,2009,1,12,21.15,21.504,20.949,21.237,843731,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3944,HMC,2009,1,13,20.549,20.701999999999998,20.28,20.587,1053327,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3945,HMC,2009,1,14,20.127,20.166,19.564,19.812,1041336,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3946,HMC,2009,1,15,19.928,20.205,19.384,20.003,1952666,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3947,HMC,2009,1,16,21.15,21.465999999999998,20.759,21.265,1909975,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3948,HMC,2009,1,20,22.469,22.489,21.638,21.752,2366887,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3949,HMC,2009,1,21,22.096,22.69,21.905,22.622,2055566,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3950,HMC,2009,1,22,21.199,21.256,20.5,20.93,2277327,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3951,HMC,2009,1,23,21.046,21.504,20.826,21.4,1043260,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3952,HMC,2009,1,26,20.682,21.447,20.682,21.131,1176874,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3953,HMC,2009,1,27,22.469,22.774,22.27,22.499000000000002,2194067,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3954,HMC,2009,1,28,23.712,24.035999999999998,23.568,23.921999999999997,1962367,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3955,HMC,2009,1,29,23.701999999999998,23.769000000000002,23.052,23.166999999999998,1943156,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3956,HMC,2009,1,30,22.45,22.774,21.485,21.658,1644962,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3957,F,2009,1,2,1.8126,1.9621,1.7967,1.9384,53359645,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3958,F,2009,1,5,1.9069999999999998,2.0805,1.8203,2.0333,92672483,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3959,F,2009,1,6,2.0805,2.2458,2.0726,2.175,74719743,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3960,F,2009,1,7,2.1436,2.2224,2.0648,2.1198,55744121,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3961,F,2009,1,8,2.0648,2.1274,1.9702,2.1198,64895006,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3962,F,2009,1,9,2.1198,2.1514,2.0411,2.0726,50536505,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3963,F,2009,1,12,2.1198,2.1198,1.9857,2.0805,60500716,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3964,F,2009,1,13,2.0488,2.0805,1.9069999999999998,1.9545,51347909,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3965,F,2009,1,14,1.8994,1.9149,1.7258,1.7811,71867678,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3966,F,2009,1,15,1.7889,1.8517,1.6153,1.7573,88315932,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3967,F,2009,1,16,1.844,1.8597,1.6232,1.7258,76243390,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3968,F,2009,1,20,1.7494,1.7729,1.6153,1.6786,65343114,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3969,F,2009,1,21,1.7181,1.7258,1.5759999999999998,1.6469,95525897,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3970,F,2009,1,22,1.6076,1.6311,1.4971,1.5289,66747028,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3971,F,2009,1,23,1.4971,1.521,1.4264,1.4657,71063719,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3972,F,2009,1,26,1.5682,1.6232,1.4736,1.5289,64586525,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3973,F,2009,1,27,1.5916,1.6076,1.5289,1.5523,39474678,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3974,F,2009,1,28,1.6076,1.6232,1.5603,1.5996,44199860,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3975,F,2009,1,29,1.5996,1.5996,1.5367,1.5367,39120235,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3976,F,2009,1,30,1.5682,1.5682,1.4579,1.4736,44993009,2009-01-31,57.0,1.0,13.0,0.0,1.0,2.0,5.0,10.0,15.0,9.0,3.0,4.0,52.0,3.0
3977,TM,2009,2,2,58.49100000000001,59.765,58.306000000000004,59.355,1050138,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3978,TM,2009,2,3,59.81100000000001,61.176,59.596000000000004,60.945,926107,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3979,TM,2009,2,4,62.449,63.742,61.946999999999996,62.18899999999999,1305173,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3980,TM,2009,2,5,62.506,64.197,61.799,63.93600000000001,1572226,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3981,TM,2009,2,6,61.195,65.043,60.925,64.467,1652760,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3982,TM,2009,2,9,64.99600000000001,66.437,64.986,66.102,1027703,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3983,TM,2009,2,10,64.475,64.774,62.302,62.478,942710,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3984,TM,2009,2,11,63.397,63.648,62.115,62.626999999999995,984732,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3985,TM,2009,2,12,62.181000000000004,62.683,60.898,62.683,1686347,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3986,TM,2009,2,13,61.808,62.022,60.424,60.815,1629431,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3987,TM,2009,2,17,60.173,60.21,58.638999999999996,58.956,1097962,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3988,TM,2009,2,18,61.343999999999994,61.938,60.945,61.353,1420656,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3989,TM,2009,2,19,62.478,63.21100000000001,61.083999999999996,61.343999999999994,776984,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3990,TM,2009,2,20,59.922,60.49,58.798,60.15600000000001,1437300,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3991,TM,2009,2,23,59.402,60.396,57.368,57.516999999999996,965277,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3992,TM,2009,2,24,60.21,62.208999999999996,59.133,61.938,1784255,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3993,TM,2009,2,25,61.326,62.217,59.942,60.898,1192720,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3994,TM,2009,2,26,59.67100000000001,60.21,57.821999999999996,58.166000000000004,1960234,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3995,TM,2009,2,27,59.61600000000001,59.61600000000001,58.222,58.668,1413238,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3996,TTM,2009,2,2,3.8631,3.8631,3.6528,3.6815,657823,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3997,TTM,2009,2,3,3.6528,3.7389,3.4998,3.7389,750071,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3998,TTM,2009,2,4,3.7771,3.7771,3.6337,3.7197,690191,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
3999,TTM,2009,2,5,3.5858,3.8248,3.5380000000000003,3.8248,971937,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4000,TTM,2009,2,6,3.758,4.0448,3.758,3.8248,538171,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4001,TTM,2009,2,9,3.9874,3.9874,3.8248,3.8727,393417,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4002,TTM,2009,2,10,3.8057,3.8248,3.5762,3.6815,1358982,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4003,TTM,2009,2,11,3.6528,3.7101,3.5380000000000003,3.5475,454933,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4004,TTM,2009,2,12,3.5762,3.6528,3.4901,3.6528,771655,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4005,TTM,2009,2,13,3.8631,3.8631,3.5189,3.7197,609772,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4006,TTM,2009,2,17,3.6337,3.7866,3.4041,3.7866,884583,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4007,TTM,2009,2,18,3.758,3.758,3.3947,3.3947,806902,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4008,TTM,2009,2,19,3.4425,3.4616,3.2511,3.3754,822815,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4009,TTM,2009,2,20,3.2701,3.2701,3.1078,3.1842,896761,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4010,TTM,2009,2,23,3.2701,3.2799,3.0408,3.1078,421908,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4011,TTM,2009,2,24,3.1173,3.3563,3.0886,3.3276,619974,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4012,TTM,2009,2,25,3.385,3.5858,3.2607,3.5858,836555,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4013,TTM,2009,2,26,3.758,3.758,3.4138,3.5380000000000003,1169481,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4014,TTM,2009,2,27,3.4616,3.4616,3.1842,3.3563,813296,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4015,HMC,2009,2,2,21.209,21.741999999999997,21.209,21.714000000000002,1342665,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4016,HMC,2009,2,3,21.858,22.537,21.858,22.374000000000002,1292530,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4017,HMC,2009,2,4,23.415,23.826999999999998,23.034000000000002,23.156999999999996,1638310,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4018,HMC,2009,2,5,22.976,23.366999999999997,22.651,23.139,2324751,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4019,HMC,2009,2,6,23.47300000000001,24.198,23.47300000000001,24.114,2368344,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4020,HMC,2009,2,9,23.88300000000001,24.448,23.675,24.114,1171793,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4021,HMC,2009,2,10,23.893,23.893,22.833000000000002,22.9,1335313,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4022,HMC,2009,2,11,22.965999999999998,23.339000000000002,22.726999999999997,23.005,1374149,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4023,HMC,2009,2,12,23.129,23.386,22.651,23.366999999999997,1705032,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4024,HMC,2009,2,13,23.024,23.366999999999997,22.9,22.956,990964,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4025,HMC,2009,2,17,22.843000000000004,22.843000000000004,22.163,22.335,1677823,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4026,HMC,2009,2,18,23.320999999999998,23.366999999999997,22.947,23.195999999999998,2048877,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4027,HMC,2009,2,19,23.483,23.625999999999998,22.774,22.947,2046087,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4028,HMC,2009,2,20,22.335,22.736,22.059,22.469,1669001,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4029,HMC,2009,2,23,22.068,22.07800000000001,20.979,21.017,1516926,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4030,HMC,2009,2,24,21.886,22.853,21.83,22.736,2033940,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4031,HMC,2009,2,25,23.463,23.836,23.090999999999998,23.445,2315644,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4032,HMC,2009,2,26,23.836,23.893,22.986,23.177,1645598,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4033,HMC,2009,2,27,22.631999999999998,22.814,22.403000000000002,22.584,2969299,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4034,F,2009,2,2,1.4657,1.521,1.4264,1.4813,39556536,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4035,F,2009,2,3,1.5132,1.5523,1.4264,1.5446,43254806,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4036,F,2009,2,4,1.5603,1.5916,1.5132,1.5367,30695588,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4037,F,2009,2,5,1.5289,1.5523,1.4657,1.521,21963895,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4038,F,2009,2,6,1.521,1.5682,1.4971,1.5289,27047092,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4039,F,2009,2,9,1.5446,1.5446,1.4498,1.4971,34572822,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4040,F,2009,2,10,1.505,1.5132,1.4342,1.4342,35849172,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4041,F,2009,2,11,1.4342,1.4813,1.4185,1.4579,38335354,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4042,F,2009,2,12,1.442,1.4579,1.3791,1.4108,29667245,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4043,F,2009,2,13,1.4342,1.442,1.3555,1.3869999999999998,29178482,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4044,F,2009,2,17,1.3398,1.3791,1.2687,1.3319999999999999,41576456,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4045,F,2009,2,18,1.4026,1.4108,1.2845,1.3159999999999998,31783519,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4046,F,2009,2,19,1.3319999999999999,1.3398,1.2687,1.2845,24119630,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4047,F,2009,2,20,1.2606,1.2687,1.1819,1.2451,48077982,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4048,F,2009,2,23,1.3004,1.505,1.2687,1.3634,56389697,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4049,F,2009,2,24,1.4185,1.5759999999999998,1.4185,1.5759999999999998,43001471,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4050,F,2009,2,25,1.6549,1.7022,1.5759999999999998,1.5838,68910092,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4051,F,2009,2,26,1.639,1.6469,1.4264,1.5603,40975804,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4052,F,2009,2,27,1.521,1.5759999999999998,1.4185,1.5759999999999998,39928224,2009-02-28,58.0,0.0,12.0,0.0,0.0,1.0,8.0,6.0,12.0,13.0,2.0,5.0,50.0,6.0
4053,TM,2009,3,2,57.971000000000004,58.25,56.076,56.363,1213830,2009-03-31,57.0,0.0,11.0,0.0,2.0,1.0,7.0,7.0,13.0,12.0,2.0,3.0,50.0,4.0
4054,TM,2009,3,3,57.608000000000004,58.073,55.583,56.68899999999999,2193385,2009-03-31,57.0,0.0,11.0,0.0,2.0,1.0,7.0,7.0,13.0,12.0,2.0,3.0,50.0,4.0
4055,TM,2009,3,4,57.201,57.376999999999995,56.076,56.633,1273115,2009-03-31,57.0,0.0,11.0,0.0,2.0,1.0,7.0,7.0,13.0,12.0,2.0,3.0,50.0,4.0
4056,TM,2009,3,5,55.519,56.028999999999996,53.623999999999995,54.532,1408810,2009-03-31,57.0,0.0,11.0,0.0,2.0,1.0,7.0,7.0,13.0,12.0,2.0,3.0,50.0,4.0
4057,TM,2009,3,6,54.913999999999994,55.286,52.926,54.125,1688242,2009-03-31,57.0,0.0,11.0,0.0,2.0,1.0,7.0,7.0,13.0,12.0,2.0,3.0,50.0,4.0
4058,TM,2009,3,9,54.217,54.32,52.766999999999996,53.593999999999994,1320685,2009-03-31,57.0,0.0,11.0,0.0,2.0,1.0,7.0,7.0,13.0,12.0,2.0,3.0,50.0,4.0
4059,TM,2009,3,10,54.005,56.178000000000004,53.92,55.917,1143171,2009-03-31,57.0,0.0,11.0,0.0,2.0,1.0,7.0,7.0,13.0,12.0,2.0,3.0,50.0,4.0
4060,TM,2009,3,11,55.202,56.111999999999995,54.831,55.398,1426441,2009-03-31,57.0,0.0,11.0,0.0,2.0,1.0,7.0,7.0,13.0,12.0,2.0,3.0,50.0,4.0
4061,TM,2009,3,12,54.255,55.75100000000001,53.707,55.537,963295,2009-03-31,57.0,0.0,11.0,0.0,2.0,1.0,7.0,7.0,13.0,12.0,2.0,3.0,50.0,4.0
4062,TM,2009,3,13,56.857,56.857,55.128,56.111999999999995,768716,2009-03-31,57.0,0.0,11.0,0.0,2.0,1.0,7.0,7.0,13.0,12.0,2.0,3.0,50.0,4.0
