,Symbol,Year,Month,Day,Open,High,Low,Close,Volume,Date,Good_time_to_Buy,Uncertain,Bad_time_to_Buy,Relative
13264,F,2016,8,30,11.654000000000002,11.747,11.626,11.738,27738340,2016-08-31,68.0,4.0,28.0,140.0
13265,F,2016,8,31,11.673,11.795,11.673,11.786,27829413,2016-08-31,68.0,4.0,28.0,140.0
13266,RACE,2016,8,1,44.596,45.379,44.418,45.339,970890,2016-08-31,68.0,4.0,28.0,140.0
13267,RACE,2016,8,2,45.161,46.62600000000001,44.566,46.062,1917057,2016-08-31,68.0,4.0,28.0,140.0
13268,RACE,2016,8,3,45.983,46.775,45.933,46.438,785480,2016-08-31,68.0,4.0,28.0,140.0
13269,RACE,2016,8,4,46.26,46.587,45.928,46.21,498742,2016-08-31,68.0,4.0,28.0,140.0
13270,RACE,2016,8,5,46.547,46.636,46.349,46.428,319581,2016-08-31,68.0,4.0,28.0,140.0
13271,RACE,2016,8,8,46.933,47.092,46.62600000000001,46.993,1474737,2016-08-31,68.0,4.0,28.0,140.0
13272,RACE,2016,8,9,47.062,47.359,46.755,47.003,410517,2016-08-31,68.0,4.0,28.0,140.0
13273,RACE,2016,8,10,47.468,47.65600000000001,47.28,47.488,359953,2016-08-31,68.0,4.0,28.0,140.0
13274,RACE,2016,8,11,47.607,47.746,47.359,47.587,214575,2016-08-31,68.0,4.0,28.0,140.0
13275,RACE,2016,8,12,47.894,48.132,47.795,47.944,316048,2016-08-31,68.0,4.0,28.0,140.0
13276,RACE,2016,8,15,47.944,48.231,47.944,48.21100000000001,151567,2016-08-31,68.0,4.0,28.0,140.0
13277,RACE,2016,8,16,47.419,47.65600000000001,47.112,47.468,334805,2016-08-31,68.0,4.0,28.0,140.0
13278,RACE,2016,8,17,47.161,47.924,47.112,47.914,510302,2016-08-31,68.0,4.0,28.0,140.0
13279,RACE,2016,8,18,47.597,48.191,47.49800000000001,48.191,344043,2016-08-31,68.0,4.0,28.0,140.0
13280,RACE,2016,8,19,46.973,47.934,46.894,47.934,615190,2016-08-31,68.0,4.0,28.0,140.0
13281,RACE,2016,8,22,47.3,48.092,47.27,47.944,475196,2016-08-31,68.0,4.0,28.0,140.0
13282,RACE,2016,8,23,48.409,48.637,48.17100000000001,48.637,503071,2016-08-31,68.0,4.0,28.0,140.0
13283,RACE,2016,8,24,48.033,48.181,47.904,48.062,308059,2016-08-31,68.0,4.0,28.0,140.0
13284,RACE,2016,8,25,47.577,47.963,47.577,47.934,249072,2016-08-31,68.0,4.0,28.0,140.0
13285,RACE,2016,8,26,47.88399999999999,48.468,47.795,48.27,893104,2016-08-31,68.0,4.0,28.0,140.0
13286,RACE,2016,8,29,47.934,48.31,47.68600000000001,48.201,334247,2016-08-31,68.0,4.0,28.0,140.0
13287,RACE,2016,8,30,47.924,48.132,47.88399999999999,48.082,396647,2016-08-31,68.0,4.0,28.0,140.0
13288,RACE,2016,8,31,47.726000000000006,48.023,47.49800000000001,47.676,736267,2016-08-31,68.0,4.0,28.0,140.0
13289,TM,2016,9,1,118.12,118.51,117.12,117.56,351158,2016-09-30,65.0,5.0,30.0,135.0
13290,TM,2016,9,2,118.05,118.6,118.05,118.59,348993,2016-09-30,65.0,5.0,30.0,135.0
13291,TM,2016,9,6,117.06,117.3,116.65,117.22,301164,2016-09-30,65.0,5.0,30.0,135.0
13292,TM,2016,9,7,117.9,118.31,117.14,117.29,276563,2016-09-30,65.0,5.0,30.0,135.0
13293,TM,2016,9,8,117.33,117.8,117.2,117.55,168469,2016-09-30,65.0,5.0,30.0,135.0
13294,TM,2016,9,9,116.57,116.72,115.25,115.27,381469,2016-09-30,65.0,5.0,30.0,135.0
13295,TM,2016,9,12,115.27,117.04,115.27,116.91,252745,2016-09-30,65.0,5.0,30.0,135.0
13296,TM,2016,9,13,115.93,116.39,114.98,115.41,360335,2016-09-30,65.0,5.0,30.0,135.0
13297,TM,2016,9,14,114.48,114.48,113.95,114.09,300371,2016-09-30,65.0,5.0,30.0,135.0
13298,TM,2016,9,15,113.68,114.99,113.48,114.79,231549,2016-09-30,65.0,5.0,30.0,135.0
13299,TM,2016,9,16,111.59,111.91,111.11,111.35,617877,2016-09-30,65.0,5.0,30.0,135.0
13300,TM,2016,9,19,111.95,112.71,111.69,111.78,227739,2016-09-30,65.0,5.0,30.0,135.0
13301,TM,2016,9,20,113.51,113.67,113.0,113.14,201183,2016-09-30,65.0,5.0,30.0,135.0
13302,TM,2016,9,21,116.21,116.77,114.63,116.04,414521,2016-09-30,65.0,5.0,30.0,135.0
13303,TM,2016,9,22,117.38,117.7,116.89,117.35,522630,2016-09-30,65.0,5.0,30.0,135.0
13304,TM,2016,9,23,114.26,114.52,113.9,114.3,414038,2016-09-30,65.0,5.0,30.0,135.0
13305,TM,2016,9,26,113.52,113.96,113.17,113.76,326531,2016-09-30,65.0,5.0,30.0,135.0
13306,TM,2016,9,27,115.21,115.21,114.43,114.94,335465,2016-09-30,65.0,5.0,30.0,135.0
13307,TM,2016,9,28,115.53,115.92,114.67,115.8,191028,2016-09-30,65.0,5.0,30.0,135.0
13308,TM,2016,9,29,114.72,115.04,113.96,114.19,405950,2016-09-30,65.0,5.0,30.0,135.0
13309,TM,2016,9,30,113.47,114.77,113.21,114.26,382232,2016-09-30,65.0,5.0,30.0,135.0
13310,TTM,2016,9,1,40.85,41.39,40.85,41.24,2057742,2016-09-30,65.0,5.0,30.0,135.0
13311,TTM,2016,9,2,41.47,42.47,41.46,42.23,3019874,2016-09-30,65.0,5.0,30.0,135.0
13312,TTM,2016,9,6,43.87,44.44,43.8,44.24,3401399,2016-09-30,65.0,5.0,30.0,135.0
13313,TTM,2016,9,7,44.2,44.79,44.18,44.29,1548125,2016-09-30,65.0,5.0,30.0,135.0
13314,TTM,2016,9,8,44.04,44.15,43.73,43.76,1411390,2016-09-30,65.0,5.0,30.0,135.0
13315,TTM,2016,9,9,43.05,43.13,42.17,42.17,1935913,2016-09-30,65.0,5.0,30.0,135.0
13316,TTM,2016,9,12,41.53,42.61,41.4301,42.56,1764562,2016-09-30,65.0,5.0,30.0,135.0
13317,TTM,2016,9,13,42.0,42.3,41.4301,41.56,1053786,2016-09-30,65.0,5.0,30.0,135.0
13318,TTM,2016,9,14,42.02,42.14,41.74,41.86,1207931,2016-09-30,65.0,5.0,30.0,135.0
13319,TTM,2016,9,15,41.69,42.0,41.53,41.89,820825,2016-09-30,65.0,5.0,30.0,135.0
13320,TTM,2016,9,16,41.34,41.54,41.12,41.32,829533,2016-09-30,65.0,5.0,30.0,135.0
13321,TTM,2016,9,19,41.59,41.98,41.45,41.53,821327,2016-09-30,65.0,5.0,30.0,135.0
13322,TTM,2016,9,20,41.15,41.32,40.79,40.99,1081895,2016-09-30,65.0,5.0,30.0,135.0
13323,TTM,2016,9,21,41.16,41.5465,40.97,41.51,777743,2016-09-30,65.0,5.0,30.0,135.0
13324,TTM,2016,9,22,42.01,42.53,41.71,41.73,1067592,2016-09-30,65.0,5.0,30.0,135.0
13325,TTM,2016,9,23,41.52,41.59,40.96,41.03,656486,2016-09-30,65.0,5.0,30.0,135.0
13326,TTM,2016,9,26,40.36,40.39,39.85,39.88,899717,2016-09-30,65.0,5.0,30.0,135.0
13327,TTM,2016,9,27,40.07,40.23,39.815,39.98,974050,2016-09-30,65.0,5.0,30.0,135.0
13328,TTM,2016,9,28,40.52,40.62,40.18,40.59,768034,2016-09-30,65.0,5.0,30.0,135.0
13329,TTM,2016,9,29,39.38,39.845,39.17,39.32,1159389,2016-09-30,65.0,5.0,30.0,135.0
13330,TTM,2016,9,30,39.9,40.45,39.9,39.98,1196741,2016-09-30,65.0,5.0,30.0,135.0
13331,HMC,2016,9,1,30.374,30.503,30.012,30.189,665699,2016-09-30,65.0,5.0,30.0,135.0
13332,HMC,2016,9,2,30.306,30.379,30.267,30.365,1083253,2016-09-30,65.0,5.0,30.0,135.0
13333,HMC,2016,9,6,30.179,30.189,29.972,30.179,2145939,2016-09-30,65.0,5.0,30.0,135.0
13334,HMC,2016,9,7,30.414,30.58,30.257,30.286,845507,2016-09-30,65.0,5.0,30.0,135.0
13335,HMC,2016,9,8,30.286,30.351,30.199,30.247,678947,2016-09-30,65.0,5.0,30.0,135.0
13336,HMC,2016,9,9,30.002,30.002,29.502,29.511,1117958,2016-09-30,65.0,5.0,30.0,135.0
13337,HMC,2016,9,12,29.59,29.884,29.483,29.825,972711,2016-09-30,65.0,5.0,30.0,135.0
13338,HMC,2016,9,13,29.717,29.805,29.393,29.521,857434,2016-09-30,65.0,5.0,30.0,135.0
13339,HMC,2016,9,14,29.266,29.277,29.012,29.051,723189,2016-09-30,65.0,5.0,30.0,135.0
13340,HMC,2016,9,15,28.609,28.942,28.551,28.913,972190,2016-09-30,65.0,5.0,30.0,135.0
13341,HMC,2016,9,16,28.531,28.589,28.364,28.364,606856,2016-09-30,65.0,5.0,30.0,135.0
13342,HMC,2016,9,19,28.501,28.682,28.452,28.472,406005,2016-09-30,65.0,5.0,30.0,135.0
13343,HMC,2016,9,20,28.658,28.678,28.394,28.423,320481,2016-09-30,65.0,5.0,30.0,135.0
13344,HMC,2016,9,21,29.384,29.423,28.942,29.198,1304649,2016-09-30,65.0,5.0,30.0,135.0
13345,HMC,2016,9,22,29.688,29.717,29.428,29.61,1269499,2016-09-30,65.0,5.0,30.0,135.0
13346,HMC,2016,9,23,29.099,29.099,28.923,28.923,787638,2016-09-30,65.0,5.0,30.0,135.0
13347,HMC,2016,9,26,28.531,28.648000000000003,28.423,28.472,574873,2016-09-30,65.0,5.0,30.0,135.0
13348,HMC,2016,9,27,28.783,28.853,28.65,28.675,572863,2016-09-30,65.0,5.0,30.0,135.0
13349,HMC,2016,9,28,28.783,28.803,28.517,28.79300000000001,313291,2016-09-30,65.0,5.0,30.0,135.0
13350,HMC,2016,9,29,28.655,28.735,28.398000000000003,28.458,359917,2016-09-30,65.0,5.0,30.0,135.0
13351,HMC,2016,9,30,28.31,28.645,28.25,28.547,493143,2016-09-30,65.0,5.0,30.0,135.0
13352,GM,2016,9,1,30.182,30.836,29.689,30.125,15725960,2016-09-30,65.0,5.0,30.0,135.0
13353,GM,2016,9,2,30.201,30.504,30.173,30.468000000000004,11423895,2016-09-30,65.0,5.0,30.0,135.0
13354,GM,2016,9,6,30.552,30.637,30.173,30.428,17694605,2016-09-30,65.0,5.0,30.0,135.0
13355,GM,2016,9,7,30.667,30.667,30.313,30.571,13094881,2016-09-30,65.0,5.0,30.0,135.0
13356,GM,2016,9,8,30.534,30.677,30.372,30.399,12313931,2016-09-30,65.0,5.0,30.0,135.0
13357,GM,2016,9,9,30.141,30.254,29.115,29.221,23424990,2016-09-30,65.0,5.0,30.0,135.0
13358,GM,2016,9,12,29.105,30.055,28.885,29.891,17977166,2016-09-30,65.0,5.0,30.0,135.0
13359,GM,2016,9,13,29.738000000000003,29.863000000000003,29.546,29.662,16846724,2016-09-30,65.0,5.0,30.0,135.0
13360,GM,2016,9,14,29.518,29.594,29.23,29.44,13459376,2016-09-30,65.0,5.0,30.0,135.0
13361,GM,2016,9,15,29.48,29.939,29.47,29.834,14049684,2016-09-30,65.0,5.0,30.0,135.0
13362,GM,2016,9,16,29.844,29.844,29.34,29.69,13330573,2016-09-30,65.0,5.0,30.0,135.0
13363,GM,2016,9,19,30.581,30.755,30.352,30.409,33621591,2016-09-30,65.0,5.0,30.0,135.0
13364,GM,2016,9,20,30.591,30.62,30.035,30.342,13429767,2016-09-30,65.0,5.0,30.0,135.0
13365,GM,2016,9,21,30.409,30.831,30.409,30.782,15087478,2016-09-30,65.0,5.0,30.0,135.0
13366,GM,2016,9,22,30.937,31.129,30.937,31.051,12502589,2016-09-30,65.0,5.0,30.0,135.0
13367,GM,2016,9,23,30.773000000000003,31.033,30.726,30.792,10233120,2016-09-30,65.0,5.0,30.0,135.0
13368,GM,2016,9,26,30.696,30.792,30.438,30.485,13247907,2016-09-30,65.0,5.0,30.0,135.0
13369,GM,2016,9,27,30.458,30.64,30.237,30.29300000000001,15074857,2016-09-30,65.0,5.0,30.0,135.0
13370,GM,2016,9,28,30.438,30.62,30.237,30.581,11159062,2016-09-30,65.0,5.0,30.0,135.0
13371,GM,2016,9,29,30.458,30.64,30.15,30.179,9194331,2016-09-30,65.0,5.0,30.0,135.0
13372,GM,2016,9,30,30.323,30.63,30.271,30.458,9716126,2016-09-30,65.0,5.0,30.0,135.0
13373,F,2016,9,1,11.841,11.897,11.552,11.636,43297050,2016-09-30,65.0,5.0,30.0,135.0
13374,F,2016,9,2,11.72,11.757,11.654000000000002,11.691,22532500,2016-09-30,65.0,5.0,30.0,135.0
13375,F,2016,9,6,11.682,11.851,11.626,11.851,38525333,2016-09-30,65.0,5.0,30.0,135.0
13376,F,2016,9,7,11.804,11.925,11.804,11.879,24453893,2016-09-30,65.0,5.0,30.0,135.0
13377,F,2016,9,8,11.691,11.925,11.691,11.906,36362583,2016-09-30,65.0,5.0,30.0,135.0
13378,F,2016,9,9,11.795,11.865,11.579,11.579,38137390,2016-09-30,65.0,5.0,30.0,135.0
13379,F,2016,9,12,11.523,11.945,11.486,11.879,45572303,2016-09-30,65.0,5.0,30.0,135.0
13380,F,2016,9,13,11.72,11.86,11.533,11.579,60399347,2016-09-30,65.0,5.0,30.0,135.0
13381,F,2016,9,14,11.393,11.514,11.326,11.355,66707836,2016-09-30,65.0,5.0,30.0,135.0
13382,F,2016,9,15,11.355,11.393,11.28,11.326,61318557,2016-09-30,65.0,5.0,30.0,135.0
13383,F,2016,9,16,11.27,11.345,11.234000000000002,11.326,28087074,2016-09-30,65.0,5.0,30.0,135.0
13384,F,2016,9,19,11.336,11.533,11.278,11.326,43966338,2016-09-30,65.0,5.0,30.0,135.0
13385,F,2016,9,20,11.309,11.401,11.187,11.224,40414871,2016-09-30,65.0,5.0,30.0,135.0
13386,F,2016,9,21,11.299,11.326,11.234000000000002,11.309,35201666,2016-09-30,65.0,5.0,30.0,135.0
13387,F,2016,9,22,11.383,11.495,11.374,11.393,38626747,2016-09-30,65.0,5.0,30.0,135.0
13388,F,2016,9,23,11.336,11.43,11.336,11.383,20266661,2016-09-30,65.0,5.0,30.0,135.0
13389,F,2016,9,26,11.336,11.336,11.224,11.234000000000002,28566018,2016-09-30,65.0,5.0,30.0,135.0
13390,F,2016,9,27,11.243,11.309,11.158,11.205,30957067,2016-09-30,65.0,5.0,30.0,135.0
13391,F,2016,9,28,11.243,11.309,11.187,11.309,31352344,2016-09-30,65.0,5.0,30.0,135.0
13392,F,2016,9,29,11.252,11.336,11.178,11.195,25003651,2016-09-30,65.0,5.0,30.0,135.0
13393,F,2016,9,30,11.224,11.355,11.214,11.289,37316458,2016-09-30,65.0,5.0,30.0,135.0
13394,RACE,2016,9,1,47.805,48.122,47.468,47.854,308898,2016-09-30,65.0,5.0,30.0,135.0
13395,RACE,2016,9,2,47.785,48.122,47.597,48.033,432462,2016-09-30,65.0,5.0,30.0,135.0
13396,RACE,2016,9,6,47.785,48.25100000000001,47.785,48.201,367753,2016-09-30,65.0,5.0,30.0,135.0
13397,RACE,2016,9,7,49.073,49.607,48.825,49.28100000000001,393221,2016-09-30,65.0,5.0,30.0,135.0
13398,RACE,2016,9,8,48.627,49.231,48.468,48.993,372506,2016-09-30,65.0,5.0,30.0,135.0
13399,RACE,2016,9,9,48.746,48.815,47.736,47.736,491570,2016-09-30,65.0,5.0,30.0,135.0
13400,RACE,2016,9,12,46.904,48.285,46.844,48.17100000000001,381391,2016-09-30,65.0,5.0,30.0,135.0
13401,RACE,2016,9,13,47.646,47.904,46.963,47.122,280990,2016-09-30,65.0,5.0,30.0,135.0
13402,RACE,2016,9,14,47.062,47.399,46.94300000000001,47.01300000000001,162936,2016-09-30,65.0,5.0,30.0,135.0
13403,RACE,2016,9,15,46.49800000000001,47.518,46.438,47.389,221183,2016-09-30,65.0,5.0,30.0,135.0
13404,RACE,2016,9,16,46.102,46.349,45.94300000000001,46.201,489839,2016-09-30,65.0,5.0,30.0,135.0
13405,RACE,2016,9,19,47.102,47.468,47.052,47.27,206855,2016-09-30,65.0,5.0,30.0,135.0
13406,RACE,2016,9,20,47.032,47.181,46.805,47.112,204876,2016-09-30,65.0,5.0,30.0,135.0
13407,RACE,2016,9,21,48.082,48.68600000000001,47.835,48.627,477236,2016-09-30,65.0,5.0,30.0,135.0
13408,RACE,2016,9,22,49.944,50.132,49.726000000000006,50.043,691233,2016-09-30,65.0,5.0,30.0,135.0
13409,RACE,2016,9,23,50.162,50.469,49.687,49.736,476889,2016-09-30,65.0,5.0,30.0,135.0
13410,RACE,2016,9,26,49.79600000000001,49.905,49.578,49.855,355401,2016-09-30,65.0,5.0,30.0,135.0
13411,RACE,2016,9,27,49.598,50.162,49.385,49.637,356870,2016-09-30,65.0,5.0,30.0,135.0
13412,RACE,2016,9,28,50.162,51.043,50.103,50.994,738102,2016-09-30,65.0,5.0,30.0,135.0
13413,RACE,2016,9,29,50.994,51.103,49.944,50.28100000000001,334971,2016-09-30,65.0,5.0,30.0,135.0
13414,RACE,2016,9,30,50.925,51.677,50.667,51.37,706683,2016-09-30,65.0,5.0,30.0,135.0
13415,TM,2016,10,3,112.71,113.87,112.57,113.47,619111,2016-10-31,64.0,7.0,29.0,135.0
13416,TM,2016,10,4,113.77,114.44,113.32,113.54,168732,2016-10-31,64.0,7.0,29.0,135.0
13417,TM,2016,10,5,114.62,115.36,114.62,115.25,205480,2016-10-31,64.0,7.0,29.0,135.0
13418,TM,2016,10,6,114.42,114.84,114.38,114.63,135711,2016-10-31,64.0,7.0,29.0,135.0
13419,TM,2016,10,7,114.16,114.29,113.43,114.09,232488,2016-10-31,64.0,7.0,29.0,135.0
13420,TM,2016,10,10,114.33,115.02,114.26,114.61,167780,2016-10-31,64.0,7.0,29.0,135.0
13421,TM,2016,10,11,114.0,114.0,113.23,113.53,228144,2016-10-31,64.0,7.0,29.0,135.0
13422,TM,2016,10,12,113.21,113.56,112.86,113.36,160208,2016-10-31,64.0,7.0,29.0,135.0
13423,TM,2016,10,13,112.75,113.41,112.32,112.91,235309,2016-10-31,64.0,7.0,29.0,135.0
13424,TM,2016,10,14,113.53,114.03,113.26,113.3,159258,2016-10-31,64.0,7.0,29.0,135.0
13425,TM,2016,10,17,113.39,114.04,113.29,113.64,166527,2016-10-31,64.0,7.0,29.0,135.0
13426,TM,2016,10,18,113.73,113.73,113.05,113.26,191070,2016-10-31,64.0,7.0,29.0,135.0
13427,TM,2016,10,19,113.34,113.59,113.11,113.11,114380,2016-10-31,64.0,7.0,29.0,135.0
13428,TM,2016,10,20,114.08,114.51,113.84,114.34,164105,2016-10-31,64.0,7.0,29.0,135.0
13429,TM,2016,10,21,113.08,113.57,112.83,113.48,177455,2016-10-31,64.0,7.0,29.0,135.0
13430,TM,2016,10,24,113.34,113.73,113.24,113.66,143478,2016-10-31,64.0,7.0,29.0,135.0
13431,TM,2016,10,25,113.64,113.95,113.45,113.46,162463,2016-10-31,64.0,7.0,29.0,135.0
13432,TM,2016,10,26,113.15,113.9,112.97,113.71,214496,2016-10-31,64.0,7.0,29.0,135.0
13433,TM,2016,10,27,113.6,113.71,113.03,113.07,219493,2016-10-31,64.0,7.0,29.0,135.0
13434,TM,2016,10,28,113.06,113.35,112.63,113.03,142686,2016-10-31,64.0,7.0,29.0,135.0
13435,TM,2016,10,31,113.72,113.99,113.61,113.86,137140,2016-10-31,64.0,7.0,29.0,135.0
13436,TTM,2016,10,3,40.66,41.04,40.46,40.99,1191984,2016-10-31,64.0,7.0,29.0,135.0
13437,TTM,2016,10,4,41.31,41.49,40.74,40.84,717225,2016-10-31,64.0,7.0,29.0,135.0
13438,TTM,2016,10,5,41.68,42.38,41.67,42.09,1536156,2016-10-31,64.0,7.0,29.0,135.0
13439,TTM,2016,10,6,41.38,41.71,41.14,41.5,591338,2016-10-31,64.0,7.0,29.0,135.0
13440,TTM,2016,10,7,42.37,42.526,42.0,42.18,994674,2016-10-31,64.0,7.0,29.0,135.0
13441,TTM,2016,10,10,42.3,42.49,42.02,42.07,635952,2016-10-31,64.0,7.0,29.0,135.0
13442,TTM,2016,10,11,41.86,42.04,41.6,41.73,868905,2016-10-31,64.0,7.0,29.0,135.0
13443,TTM,2016,10,12,41.63,41.74,41.4,41.45,943323,2016-10-31,64.0,7.0,29.0,135.0
13444,TTM,2016,10,13,40.6,40.6,40.1007,40.49,811311,2016-10-31,64.0,7.0,29.0,135.0
13445,TTM,2016,10,14,41.45,41.545,41.25,41.27,599175,2016-10-31,64.0,7.0,29.0,135.0
13446,TTM,2016,10,17,40.8,41.1,40.65,40.76,506003,2016-10-31,64.0,7.0,29.0,135.0
13447,TTM,2016,10,18,41.29,41.39,40.891,41.06,891092,2016-10-31,64.0,7.0,29.0,135.0
13448,TTM,2016,10,19,41.04,41.41,40.97,41.32,853993,2016-10-31,64.0,7.0,29.0,135.0
13449,TTM,2016,10,20,41.01,41.01,40.71,40.83,442981,2016-10-31,64.0,7.0,29.0,135.0
13450,TTM,2016,10,21,40.41,40.58,40.27,40.45,751103,2016-10-31,64.0,7.0,29.0,135.0
13451,TTM,2016,10,24,41.03,41.5,40.95,41.01,848199,2016-10-31,64.0,7.0,29.0,135.0
13452,TTM,2016,10,25,41.07,41.11,40.455,40.61,1030269,2016-10-31,64.0,7.0,29.0,135.0
13453,TTM,2016,10,26,39.3,39.49,38.76,38.9,1531116,2016-10-31,64.0,7.0,29.0,135.0
13454,TTM,2016,10,27,38.93,40.55,38.83,39.04,1392915,2016-10-31,64.0,7.0,29.0,135.0
13455,TTM,2016,10,28,39.77,39.86,39.34,39.57,1098006,2016-10-31,64.0,7.0,29.0,135.0
13456,TTM,2016,10,31,39.56,39.56,39.12,39.41,618378,2016-10-31,64.0,7.0,29.0,135.0
13457,HMC,2016,10,3,28.586,28.744,28.522,28.636,1936813,2016-10-31,64.0,7.0,29.0,135.0
13458,HMC,2016,10,4,28.803,29.001,28.645,28.685,520675,2016-10-31,64.0,7.0,29.0,135.0
13459,HMC,2016,10,5,29.307,29.57800000000001,29.307,29.514,691956,2016-10-31,64.0,7.0,29.0,135.0
13460,HMC,2016,10,6,29.218000000000004,29.247,29.099,29.209,480602,2016-10-31,64.0,7.0,29.0,135.0
13461,HMC,2016,10,7,29.189,29.227,28.922,29.079,276356,2016-10-31,64.0,7.0,29.0,135.0
13462,HMC,2016,10,10,29.237,29.435,29.237,29.257,353721,2016-10-31,64.0,7.0,29.0,135.0
13463,HMC,2016,10,11,29.079,29.079,28.689,28.774,455360,2016-10-31,64.0,7.0,29.0,135.0
13464,HMC,2016,10,12,28.88300000000001,28.971,28.783,28.902,441783,2016-10-31,64.0,7.0,29.0,135.0
13465,HMC,2016,10,13,28.823,28.971,28.66800000000001,28.863000000000003,859876,2016-10-31,64.0,7.0,29.0,135.0
13466,HMC,2016,10,14,29.119,29.267,29.031,29.031,522210,2016-10-31,64.0,7.0,29.0,135.0
13467,HMC,2016,10,17,28.931,29.011,28.764,28.774,691694,2016-10-31,64.0,7.0,29.0,135.0
13468,HMC,2016,10,18,29.277,29.297,29.119,29.139,988124,2016-10-31,64.0,7.0,29.0,135.0
13469,HMC,2016,10,19,29.011,29.139,28.88300000000001,28.902,930927,2016-10-31,64.0,7.0,29.0,135.0
13470,HMC,2016,10,20,29.257,29.386,29.179,29.287,896868,2016-10-31,64.0,7.0,29.0,135.0
13471,HMC,2016,10,21,29.277,29.495,29.267,29.405,810769,2016-10-31,64.0,7.0,29.0,135.0
13472,HMC,2016,10,24,29.337,29.43,29.257,29.307,583877,2016-10-31,64.0,7.0,29.0,135.0
13473,HMC,2016,10,25,29.553,29.652,29.455,29.534,800606,2016-10-31,64.0,7.0,29.0,135.0
13474,HMC,2016,10,26,29.514,29.672,29.475,29.553,709634,2016-10-31,64.0,7.0,29.0,135.0
13475,HMC,2016,10,27,29.544,29.682,29.509,29.563,689908,2016-10-31,64.0,7.0,29.0,135.0
13476,HMC,2016,10,28,29.485,29.553,29.267,29.435,856811,2016-10-31,64.0,7.0,29.0,135.0
13477,HMC,2016,10,31,29.86,30.106,29.327,29.445,657322,2016-10-31,64.0,7.0,29.0,135.0
13478,GM,2016,10,3,30.332,30.912,30.303,30.716,11865935,2016-10-31,64.0,7.0,29.0,135.0
13479,GM,2016,10,4,30.755,31.129,30.716,30.841,8871914,2016-10-31,64.0,7.0,29.0,135.0
13480,GM,2016,10,5,30.974,31.426,30.898000000000003,31.33,11570239,2016-10-31,64.0,7.0,29.0,135.0
13481,GM,2016,10,6,31.195,31.291,30.878,31.185,8979348,2016-10-31,64.0,7.0,29.0,135.0
13482,GM,2016,10,7,31.157,31.253,30.726,31.003,9293468,2016-10-31,64.0,7.0,29.0,135.0
13483,GM,2016,10,10,30.974,31.253,30.787,30.822,6356375,2016-10-31,64.0,7.0,29.0,135.0
13484,GM,2016,10,11,30.898000000000003,30.947,30.38,30.571,8321379,2016-10-31,64.0,7.0,29.0,135.0
13485,GM,2016,10,12,30.581,30.667,30.342,30.372,5827907,2016-10-31,64.0,7.0,29.0,135.0
13486,GM,2016,10,13,30.179,30.323,29.604,30.207,12624818,2016-10-31,64.0,7.0,29.0,135.0
13487,GM,2016,10,14,30.448,30.667,30.367,30.554,11583841,2016-10-31,64.0,7.0,29.0,135.0
13488,GM,2016,10,17,30.524,30.735,30.227,30.256,7797337,2016-10-31,64.0,7.0,29.0,135.0
13489,GM,2016,10,18,30.514,30.563,29.901,30.102,8314542,2016-10-31,64.0,7.0,29.0,135.0
13490,GM,2016,10,19,30.237,30.659,30.179,30.534,9526677,2016-10-31,64.0,7.0,29.0,135.0
13491,GM,2016,10,20,30.468000000000004,30.544,30.092,30.438,8425812,2016-10-31,64.0,7.0,29.0,135.0
13492,GM,2016,10,21,30.275,30.841,30.179,30.716,12450798,2016-10-31,64.0,7.0,29.0,135.0
13493,GM,2016,10,24,30.851,31.713,30.822,31.618,21078189,2016-10-31,64.0,7.0,29.0,135.0
13494,GM,2016,10,25,31.492,31.492,30.092,30.29300000000001,35522735,2016-10-31,64.0,7.0,29.0,135.0
13495,GM,2016,10,26,29.93,30.428,29.834,30.275,15577029,2016-10-31,64.0,7.0,29.0,135.0
13496,GM,2016,10,27,30.438,30.468000000000004,29.901,30.035,21534478,2016-10-31,64.0,7.0,29.0,135.0
13497,GM,2016,10,28,30.035,30.448,29.93,30.025,11026093,2016-10-31,64.0,7.0,29.0,135.0
13498,GM,2016,10,31,30.121,30.342,30.055,30.29300000000001,8296932,2016-10-31,64.0,7.0,29.0,135.0
13499,F,2016,10,3,11.28,11.364,11.243,11.317,22108553,2016-10-31,64.0,7.0,29.0,135.0
13500,F,2016,10,4,11.326,11.458,11.309,11.411,25556273,2016-10-31,64.0,7.0,29.0,135.0
13501,F,2016,10,5,11.43,11.72,11.43,11.673,59308057,2016-10-31,64.0,7.0,29.0,135.0
13502,F,2016,10,6,11.626,11.696,11.533,11.589,27637909,2016-10-31,64.0,7.0,29.0,135.0
13503,F,2016,10,7,11.589,11.616,11.411,11.495,23598235,2016-10-31,64.0,7.0,29.0,135.0
13504,F,2016,10,10,11.552,11.579,11.317,11.336,26661573,2016-10-31,64.0,7.0,29.0,135.0
13505,F,2016,10,11,11.383,11.383,11.139,11.214,42757511,2016-10-31,64.0,7.0,29.0,135.0
13506,F,2016,10,12,11.224,11.234000000000002,11.168,11.187,22042136,2016-10-31,64.0,7.0,29.0,135.0
13507,F,2016,10,13,11.139,11.139,10.934,11.139,42633339,2016-10-31,64.0,7.0,29.0,135.0
13508,F,2016,10,14,11.187,11.224,11.121,11.139,27547700,2016-10-31,64.0,7.0,29.0,135.0
13509,F,2016,10,17,11.139,11.224,11.112,11.112,21245133,2016-10-31,64.0,7.0,29.0,135.0
